ARID,ESTAB_ARID,UPRN,ADDRESS_TYPE,ESTAB_TYPE,ADDRESS_LEVEL,ABP_CODE,ORGANISATION_NAME,ADDRESS_LINE1,ADDRESS_LINE2,ADDRESS_LINE3,TOWN_NAME,POSTCODE,LATITUDE,LONGITUDE,OA,LSOA,MSOA,LAD,REGION,HTC_WILLINGNESS,HTC_DIGITAL,TREATMENT_CODE,FIELDCOORDINATOR_ID,FIELDOFFICER_ID,CE_EXPECTED_CAPACITY
DDR190314000465026986,DDR190314000948606288,79988294157,HH,Household,U,RD03,,568 Acquire Azerbaijan Road,,,Influences Hamlet,ZR9 2RZ,-63.7166,138.9349,N20364427,W69954163,W51581321,N47571984,E77747299,2,4,HH_QF3R3AE,,,
DDR190314000915024055,DDR190314000118972626,63681120575,HH,Household,U,RD03,,60 Relaxation Interracial Alley,,,Canvas City,KP1 4DM,169.7849,-35.4988,N37420372,N33906170,N46956591,E28934482,E70416731,5,2,HH_QF3R3AE,,,
DDR190314000686956590,DDR190314000311089026,60314366423,HH,Household,U,RD03,,894 Tactics Lane Street,,,Toilet Hamlet,HE2 9SX,123.9587,-142.4183,E84457950,W43078664,N24256717,E79844568,W95274655,1,1,HH_QF3R3AE,,,
DDR190314000741828638,DDR190314000741617045,90989832374,HH,Household,U,RD05,,208 Longer Disciplines Passage,,,Total City,UF8 4BZ,168.8757,157.9560,W68160542,N68842368,W70586251,E44300045,E80153653,3,2,HH_QF3R3AE,,,
DDR190314000387885357,DDR190314000587279159,17638425791,HH,Household,U,RD02,,787 Minus Dresses Lane,,,Expert Town,KK8 5TE,47.9783,75.9177,W21326699,N87812177,W70475598,E40432535,E74410259,4,3,HH_QF3R3AE,,,
DDR190314000998118642,DDR190314000691131490,60562870152,HH,Household,U,RD06,,672 Hourly Originally Alley,,,Fares Hamlet,GZ4 9OA,-129.1339,32.4963,W57451124,W16436609,W10469336,W70968288,E70563193,5,5,HH_QF3R3AE,,,
DDR190314000803881521,DDR190314000847812733,26671968287,HH,Household,U,RD05,,663 Industry Speeches Way,,,Selling Village,UP1 3ZE,-19.5243,-70.2755,N71277977,E15500023,N81645151,N22410044,N74246229,5,2,HH_QF3R3AE,,,
DDR190314000284608772,DDR190314000350708634,15115163017,HH,Household,U,RD04,,411 Designation Variety Way,,,Oclc City,JT2 4VJ,76.8956,112.3490,N86525243,W14124286,N77601177,E85027550,W13289814,1,4,HH_QF3R3AE,,,
DDR190314000967776367,DDR190314000302265731,77738082985,HH,Household,U,RD04,,529 Rugby Publicity Road,,,Badge Hamlet,WI8 9WA,121.5703,-74.4230,E92689018,W94395559,W14323045,W41297241,E78655868,1,5,HH_QF3R3AE,,,
DDR190314000532306257,DDR190314000928563664,93898334034,HH,Household,U,RD05,,275 Demonstration Venice Lane,,,Pursue Village,CW2 2UA,164.5263,-89.1443,E36562482,W44553379,E40854681,E25313814,W10282100,3,3,HH_QF3R3AE,,,
DDR190314000161174120,DDR190314000580173147,23458326807,HH,Household,U,RD06,,26 Shareware Vampire Road,,,Parts Village,JT1 5GW,137.4921,-108.7041,N68065520,E95794495,W18851958,E49115034,W28921092,3,2,HH_QF3R3AE,,,
DDR190314000853274355,DDR190314000247598881,11345796955,HH,Household,U,RD04,,487 Ronald Academy Way,,,Psychiatry Hamlet,JH2 6SW,51.2139,167.8674,E82470795,W34250919,E19546126,E69176561,E94145511,2,1,HH_QF3R3AE,,,
DDR190314000939140120,DDR190314000937933032,18217145543,HH,Household,U,RD02,,496 Climbing Quest Alley,,,Iraq Hamlet,ZB3 2XG,-146.4511,-53.1083,N94380766,W92576499,E48804130,W87729290,W40008784,1,2,HH_QF3R3AE,,,
DDR190314000734684781,DDR190314000147071604,87974689937,HH,Household,U,RD03,,995 Consent Learners Lane,,,Sought Hamlet,RT9 5GY,-10.4462,78.7838,E93115435,N87216327,E95719070,W37548141,N93168564,5,4,HH_QF3R3AE,,,
DDR190314000723321650,DDR190314000389366237,86758487421,HH,Household,U,RD03,,53 Contrary Suzuki Road,,,Rock Town,TD7 8TR,89.9789,106.5455,E87637599,N66530472,N31109181,N33035197,E76083165,2,4,HH_QF3R3AE,,,
DDR190314000521357577,DDR190314000437834418,18919281574,HH,Household,U,RD05,,971 Jets Fishing Lane,,,Receives Hamlet,VS5 2DN,-180.8764,159.1236,N52986901,N23094470,E39804524,N63621963,E53186042,4,3,HH_QF3R3AE,,,
DDR190314000329003975,DDR190314000376158854,55655509046,HH,Household,U,RD02,,929 Solo Lately Lane,,,Nick Town,WX4 5HW,87.8706,-180.7771,N73170832,N21205849,N56786973,E40349731,W91175685,2,3,HH_QF3R3AE,,,
DDR190314000338870199,DDR190314000523159603,75833058407,HH,Household,U,RD04,,376 Toner Samsung Lane,,,Leaving Hamlet,WZ7 6RU,-61.3986,111.9741,E48806174,W72662914,E11745297,N85663947,W14193129,4,2,HH_QF3R3AE,,,
DDR190314000781963938,DDR190314000378645762,55861831085,HH,Household,U,RD05,,436 Citations Benchmark Passage,,,Conf Town,DV7 7TZ,103.8613,-169.8141,N65697640,N19306185,N94759531,N65134562,E99235817,1,5,HH_QF3R3AE,,,
DDR190314000724891816,DDR190314000221087822,82589400157,HH,Household,U,RD04,,382 Skins Front Avenue,,,Ampland Village,JB6 9QY,-80.3486,-22.6408,E51321590,W25215216,W53404222,N13098798,W32146825,2,5,HH_QF3R3AE,,,
DDR190314000207437669,DDR190314000145680616,28459251960,HH,Household,U,RD06,,167 Programmes Seniors Street,,,Peers City,TV1 7TV,143.7287,125.4127,W43473716,N96005003,N75960081,W74037710,N37716376,4,1,HH_QF3R3AE,,,
DDR190314000599644207,DDR190314000208171069,34744901338,HH,Household,U,RD02,,229 Cosmetics Campbell Way,,,Beer Village,HD8 4ME,-59.8667,-168.9376,W83126387,W93842365,E33248020,N13542597,N65117292,3,5,HH_QF3R3AE,,,
DDR190314000353338709,DDR190314000910783261,21285098467,HH,Household,U,RD05,,388 Clubs Bangkok Lane,,,Perfect Town,KV4 6VK,-93.8883,172.1255,W71736811,N53305021,W61760918,E77411702,N27503216,2,5,HH_QF3R3AE,,,
DDR190314000769149747,DDR190314000938700312,69650879090,HH,Household,U,RD05,,379 Alex Furthermore Way,,,Dance Hamlet,AM5 9GS,49.3795,134.8038,W52958524,W43525242,E53654176,E34321863,W83566548,2,3,HH_QF3R3AE,,,
DDR190314000397237162,DDR190314000643005867,94109944994,HH,Household,U,RD05,,899 Tropical Simulation Way,,,Heads Hamlet,CD3 9WB,16.7393,-173.5808,N77129612,N51248110,W66456268,N96369888,W78395501,4,4,HH_QF3R3AE,,,
DDR190314000278342216,DDR190314000366588475,57648387128,HH,Household,U,RD06,,458 Comparable Signup Avenue,,,Prophet Hamlet,XO8 5LV,-175.8363,-50.5452,N81578243,N90714599,W78005097,W16444984,E48160174,3,1,HH_QF3R3AE,,,
DDR190314000473414818,DDR190314000368447806,89724118785,HH,Household,U,RD03,,868 Warrior Assure Alley,,,Hook Hamlet,VH9 3AV,-57.2954,163.6581,N11739216,N79264440,E94629568,W99263097,W34894086,3,3,HH_QF3R3AE,,,
DDR190314000945240091,DDR190314000556987978,59162372392,HH,Household,U,RD04,,162 Blah Conversion Lane,,,Bikes Town,GD2 5QT,-36.1857,156.9470,W68334094,E15152705,E83667802,N81425155,E80719967,4,5,HH_QF3R3AE,,,
DDR190314000799037462,DDR190314000650429099,20292381482,HH,Household,U,RD06,,507 Darkness Memo Road,,,Sending City,ZO5 6PK,-84.3550,-25.8482,W32150121,E53800930,W22017940,W44388407,W23208969,4,4,HH_QF3R3AE,,,
DDR190314000519626392,DDR190314000370460397,44450126699,HH,Household,U,RD02,,221 Beans Outlet Lane,,,Monthly City,WF5 1OI,-169.7299,-88.1905,W72072403,W99646046,W17438029,W16905536,N54665750,3,4,HH_QF3R3AE,,,
DDR190314000322413288,DDR190314000467192089,78195510280,HH,Household,U,RD05,,48 Channel Request Alley,,,Oakland City,BA6 6HR,123.6288,28.7541,E82113791,N53244312,E31602429,W44776879,W38136453,3,2,HH_QF3R3AE,,,
DDR190314000285571533,DDR190314000544205102,81250429852,HH,Household,U,RD02,,120 Penny Station Alley,,,Deaf City,NR6 9CC,28.6644,76.4185,N65952853,E22418057,E85657022,W45638115,W76929456,3,2,HH_QF3R3AE,,,
DDR190314000525792238,DDR190314000573458615,86877670423,HH,Household,U,RD03,,870 Seasonal Textile Road,,,Relationships Village,SK3 8GM,176.2838,160.5852,E32407033,E75597142,N43506782,N52484665,W83164509,3,4,HH_QF3R3AE,,,
DDR190314000201557842,DDR190314000913098733,81229489551,HH,Household,U,RD02,,798 Mechanism Completion Road,,,Final Town,SU1 3HC,-164.5772,-39.7532,E86985078,N42847507,E94815219,W57653918,N96723461,1,2,HH_QF3R3AE,,,
DDR190314000693732665,DDR190314000679266719,21868116636,HH,Household,U,RD04,,739 Dvds Tablets Avenue,,,Setting Village,QB8 1CP,140.1591,-126.2888,W40737022,W55928357,E45537813,N90745901,W15856157,1,5,HH_QF3R3AE,,,
DDR190314000360774736,DDR190314000773268127,77586411972,HH,Household,U,RD03,,635 Configuration Niagara Lane,,,Flow Village,PB7 5GV,126.2540,82.2189,N12868926,W31467176,W18852325,N35266992,N81515080,4,1,HH_QF3R3AE,,,
DDR190314000861086672,DDR190314000717678730,74061589452,HH,Household,U,RD04,,522 Tomato Longitude Avenue,,,Boys Hamlet,UR3 3TN,-12.8012,163.2291,N79736922,W54820534,N64984877,W89716248,E18914351,3,1,HH_QF3R3AE,,,
DDR190314000296769115,DDR190314000412710184,81907396595,HH,Household,U,RD02,,430 Recreation Canadian Road,,,Gangbang Village,HM9 8CX,-65.4173,-147.1263,W39165431,W62241875,N38531512,W28253916,N39868056,4,1,HH_QF3R3AE,,,
DDR190314000870319462,DDR190314000358479698,76828115192,HH,Household,U,RD03,,686 Lesbians Output Street,,,Belle Hamlet,RV4 7HR,-53.1701,13.8974,N48009931,N64918167,E51318757,W29178900,W88664074,4,1,HH_QF3R3AE,,,
DDR190314000563884374,DDR190314000948676490,68519797543,HH,Household,U,RD05,,747 Johnston Extreme Avenue,,,Trim Town,PH8 1AB,3.3283,-172.1251,W73769703,E94690767,W78182609,N44438320,N41594497,5,2,HH_QF3R3AE,,,
DDR190314000491701919,DDR190314000108052924,75623329302,HH,Household,U,RD05,,921 Identifies Projector Passage,,,Situation Hamlet,YW3 5JU,-165.8675,130.2740,W48920845,W79540159,E78464669,N60497653,E15614284,4,5,HH_QF3R3AE,,,
DDR190314000192265447,DDR190314000318668847,92995087363,HH,Household,U,RD05,,771 Shades Governing Avenue,,,Follows Village,GX2 2EJ,-31.2356,29.1234,E47611294,N42527594,E43961025,E87565338,E30353580,4,2,HH_QF3R3AE,,,
DDR190314000947657226,DDR190314000540838447,97617669460,HH,Household,U,RD03,,739 Timber Strength Way,,,Griffin Hamlet,OD4 5PV,-3.8857,-5.6844,N25045800,W58472904,N67179995,E27564641,E24175896,1,5,HH_QF3R3AE,,,
DDR190314000566743974,DDR190314000470336389,90980725881,HH,Household,U,RD06,,407 Capabilities York Lane,,,Relating Village,HQ7 2CL,-51.8481,-135.9910,W93945035,N62457582,W31137774,N63307787,E43558540,2,3,HH_QF3R3AE,,,
DDR190314000212324231,DDR190314000401143563,27331998957,HH,Household,U,RD06,,172 Broker Noon Way,,,Cartoon Hamlet,ML8 3ZC,100.5773,-139.1163,N85020367,N56919102,W48803722,N76592569,E31826565,4,3,HH_QF3R3AE,,,
DDR190314000140046461,DDR190314000457572548,39455241879,HH,Household,U,RD06,,419 Global Lane Road,,,Simple City,HL4 4FZ,58.7607,77.1753,W36296070,W36427889,E46635907,N35256201,E86101154,5,1,HH_QF3R3AE,,,
DDR190314000383958427,DDR190314000831665581,53423197469,HH,Household,U,RD06,,114 Describing Macromedia Passage,,,Girlfriend City,LM2 7DJ,63.2521,-56.2621,W19101105,E84252654,N82139521,W22015859,E79253958,2,3,HH_QF3R3AE,,,
DDR190314000349208602,DDR190314000772683196,13546037782,HH,Household,U,RD03,,536 Binary Reserve Lane,,,Heights Village,TJ9 6DG,135.2027,6.7884,N47698325,N10386048,W15402074,E58527091,W42367067,3,3,HH_QF3R3AE,,,
DDR190314000622232191,DDR190314000862847998,99125134670,HH,Household,U,RD06,,170 Scratch Demonstrates Alley,,,Cartoons Town,EO3 6RZ,100.4040,27.7100,W58425806,E72568362,N27901648,E12750034,W41942866,3,1,HH_QF3R3AE,,,
DDR190314000445504657,DDR190314000595025356,42479505587,HH,Household,U,RD02,,654 Basement Environments Avenue,,,Refresh Village,WH7 1RU,91.4173,81.3544,N68960012,W69472081,W22320837,E60939020,W10961647,3,2,HH_QF3R3AE,,,
DDR190314000442682378,DDR190314000837841457,26809013330,HH,Household,U,RD02,,778 Aerial Chad Passage,,,Executed Village,SS1 1HA,-142.3535,158.1886,N30762498,N35796221,W37248684,E48632140,W38465468,5,3,HH_QF3R3AE,,,
DDR190314000256033509,DDR190314000337399807,28116240981,HH,Household,U,RD05,,537 Served Documented Passage,,,Forest Town,KM1 8DJ,-11.9463,-34.7529,W22772442,W45343366,E41112853,N40138762,N90530374,3,2,HH_QF3R3AE,,,
DDR190314000363062263,DDR190314000354523960,60789564755,HH,Household,U,RD06,,932 Bangladesh Virus Road,,,Worry Village,YX8 9IR,-144.6078,-99.5586,N66550503,N33047321,N18096007,N55485707,N73621880,4,5,HH_QF3R3AE,,,
DDR190314000418895668,DDR190314000195772047,14309674818,HH,Household,U,RD04,,486 Involving Chapter Lane,,,Destroy Town,XE2 1YE,11.5602,174.2530,E66396894,W88249400,E73069764,E66149751,W51031180,2,3,HH_QF3R3AE,,,
DDR190314000992268236,DDR190314000666231640,83251658835,HH,Household,U,RD06,,574 Duke Algorithms Way,,,Acre Village,NP2 1BF,3.4351,-42.2018,W72993328,W10456920,E78458887,W58323446,E68990398,1,3,HH_QF3R3AE,,,
DDR190314000334854214,DDR190314000617121803,64799546381,HH,Household,U,RD02,,90 Standards Folks Lane,,,Remix City,TZ8 5VW,50.9123,88.4578,N16552862,E92042017,E29350489,E22364048,E45643664,1,1,HH_QF3R3AE,,,
DDR190314000183806650,DDR190314000249282466,16923955706,HH,Household,U,RD03,,188 Bracelet Miami Passage,,,Powerseller City,TP9 8QM,-110.5401,-107.7324,N60023994,N61989662,E39468814,W32557525,E17301096,3,4,HH_QF3R3AE,,,
DDR190314000431775305,DDR190314000498455268,36912342163,HH,Household,U,RD03,,200 Depot Meant Alley,,,Enhancement City,WX6 8KC,-174.2220,-128.7365,E90053484,W45091815,W10959394,E31850781,N81334626,3,1,HH_QF3R3AE,,,
DDR190314000622084577,DDR190314000946640096,51294015394,HH,Household,U,RD02,,250 Logan Scholars Road,,,Cayman Village,YF9 8EW,80.5523,-169.6420,W98783500,E95410653,E89732857,W72792170,N13999275,2,1,HH_QF3R3AE,,,
DDR190314000164582297,DDR190314000853029071,90920213114,HH,Household,U,RD06,,722 Introduce Clinic Street,,,Volvo Village,LV2 4GL,6.9269,-165.6990,N68718934,N83307773,E71124996,N33656705,W16730708,1,5,HH_QF3R3AE,,,
DDR190314000106518048,DDR190314000695193517,14847825840,HH,Household,U,RD05,,920 Warren Says Avenue,,,Belts City,TT8 7AN,83.2888,-42.3177,E79369526,N72551429,N57602298,N10337322,N17691144,5,3,HH_QF3R3AE,,,
DDR190314000439286241,DDR190314000804258446,95798220901,HH,Household,U,RD06,,305 Description Casa Avenue,,,Successfully Town,TS3 4CV,40.4060,72.2600,N33401999,N47925706,N73079786,W92368483,W74361736,2,2,HH_QF3R3AE,,,
DDR190314000633428163,DDR190314000402177770,46640709051,HH,Household,U,RD03,,121 Fired Advertising Passage,,,Hunger Town,DY3 6NH,-169.4101,-36.3389,W84867871,E85962221,N76299409,N37885022,N95500851,3,2,HH_QF3R3AE,,,
DDR190314000948852319,DDR190314000863109426,16415069380,HH,Household,U,RD03,,37 Periods Thesaurus Lane,,,Dont Hamlet,DF6 2BP,26.5317,-147.7144,W61688953,N36909436,N65336024,W40958957,E86632657,3,3,HH_QF3R3AE,,,
DDR190314000120200771,DDR190314000733478028,69528326279,HH,Household,U,RD06,,644 Cookies Complexity Road,,,Languages City,XO7 8VG,-98.4749,-40.8334,N76682741,N35434612,E19874597,N33774487,N37546364,4,3,HH_QF3R3AE,,,
DDR190314000856001962,DDR190314000314230128,16317012552,HH,Household,U,RD02,,665 Cheaper Documentary Road,,,Adidas City,VN9 4UH,33.3906,4.3576,E32817061,W82250730,W52331628,E66648155,E22538136,1,1,HH_QF3R3AE,,,
DDR190314000217606178,DDR190314000106199821,31346818814,HH,Household,U,RD03,,186 Everyone Manual Road,,,Candidates Hamlet,NL9 2TU,-124.6738,112.3389,N40272005,W11137965,N90536653,N93737395,E80497745,1,4,HH_QF3R3AE,,,
DDR190314000929261685,DDR190314000313489005,53634017522,HH,Household,U,RD06,,239 Momentum Smaller Passage,,,Recipe Town,EI4 9YE,-137.3468,133.7586,E70867699,E55143321,W74381939,N12747374,N14200725,5,3,HH_QF3R3AE,,,
DDR190314000109565023,DDR190314000188319815,40288478005,HH,Household,U,RD05,,596 Adventures Incoming Avenue,,,Parker Town,JT4 1YE,60.4473,-124.7413,W93690387,W88038546,E39136328,N74350638,N76787903,4,4,HH_QF3R3AE,,,
DDR190314000736929835,DDR190314000794770822,31336878264,HH,Household,U,RD04,,138 Elephant Throughout Lane,,,Corrections Village,TR2 2UP,89.3841,41.2166,E54940558,W93098402,E55440463,E49591586,W51607367,4,1,HH_QF3R3AW,,,
DDR190314000373288909,DDR190314000161237912,73826315859,HH,Household,U,RD02,,802 Essays Observation Lane,,,Modules City,CC5 3NQ,-98.8403,168.2072,N61362476,N28939063,E25489812,E38950745,E97244198,3,2,HH_QF3R3AW,,,
DDR190314000497573431,DDR190314000425466811,38611918640,HH,Household,U,RD06,,524 Catering Cathedral Avenue,,,Folks Hamlet,BP2 2UJ,-107.2302,-51.5137,E68908976,N70995974,E55299069,N26367818,N19404181,4,2,HH_QF3R3AW,,,
DDR190314000261065256,DDR190314000839194092,46524799869,HH,Household,U,RD02,,981 Pressure Dollar Way,,,Displays City,WF3 6AQ,25.5628,115.8534,W46644329,N43156176,W57897183,W55585277,N44500940,5,2,HH_QF3R3AW,,,
DDR190314000293565140,DDR190314000380174904,24861803478,HH,Household,U,RD06,,837 Concord Arena Alley,,,Protect Village,IW9 8XO,22.6337,-7.9338,W61756803,E28831880,N30380126,W90135001,E95220494,2,2,HH_QF3R3AW,,,
DDR190314000183896360,DDR190314000806011797,97573745685,HH,Household,U,RD06,,248 Evanescence Mexico Street,,,Gamespot City,EV6 7CR,2.6762,-151.4080,N92127796,W51671458,N62569677,W16790257,E27112298,4,1,HH_QF3R3AW,,,
DDR190314000967870314,DDR190314000124958294,72962305935,HH,Household,U,RD06,,616 Beds Array Lane,,,Relate City,FB5 8KB,100.7776,13.8037,N29433710,E59404307,N65094662,N81496758,E18624161,1,2,HH_QF3R3AW,,,
DDR190314000862444961,DDR190314000499439511,98728064383,HH,Household,U,RD06,,413 Fascinating Murphy Road,,,Earned Village,VO4 7XF,-43.9047,1.4841,W21608899,E31716534,N48310599,E38311217,N44318971,5,2,HH_QF3R3AW,,,
DDR190314000380837992,DDR190314000589563260,31095722677,HH,Household,U,RD05,,10 Prairie Oregon Avenue,,,Indicated Village,EB8 3FN,36.1083,169.7007,N31856436,N82894986,E12799683,W83281230,W34498919,4,2,HH_QF3R3AW,,,
DDR190314000632416840,DDR190314000798567655,30976923944,HH,Household,U,RD03,,284 Length Analyses Way,,,Ordinance City,AN2 8VX,48.6969,87.3685,W80242447,E66352890,E93762725,N18431284,W61122636,2,1,HH_QF3R3AW,,,
DDR190314000550657958,DDR190314000290416312,47039651079,HH,Household,U,RD03,,722 Celtic Hook Lane,,,Packaging Town,CA8 6ZX,-151.5761,104.1325,N68580499,W89737815,N16747323,E69490907,W59500676,1,2,HH_QF3R3AW,,,
DDR190314000803173134,DDR190314000950712719,99148367262,HH,Household,U,RD05,,149 Certain Elimination Avenue,,,Freebsd City,LY7 9IX,-111.2108,111.5269,W36893242,W85097468,W71910964,W89299780,W88533041,5,1,HH_QF3R3AW,,,
DDR190314000598886165,DDR190314000333390167,53877812915,HH,Household,U,RD06,,347 Math Reservation Street,,,Fuzzy Village,PP1 4SV,170.9656,90.4412,N51990571,N48293725,E60075956,E55484625,N32141392,2,5,HH_QF3R3AW,,,
DDR190314000995966891,DDR190314000958317547,70232528617,HH,Household,U,RD04,,130 Sorted Egypt Road,,,Simulations Village,VW2 8MN,77.1260,43.4463,W76443447,N12144853,W35781915,W69307953,N75800470,5,1,HH_QF3R3AW,,,
DDR190314000246163234,DDR190314000617159052,67386418815,HH,Household,U,RD02,,805 Conversion Tongue Alley,,,Affairs Village,OA7 9VF,-86.9864,180.8446,E68486057,W45172194,W68315919,E19776903,E16351326,2,1,HH_QF3R3AW,,,
DDR190314000209693204,DDR190314000876592773,68143019006,HH,Household,U,RD06,,101 Postage Jordan Street,,,Martha Hamlet,PM8 2WA,-31.9539,18.1906,N39765548,E42969673,N21536501,E33207779,W50759378,3,3,HH_QF3R3AW,,,
DDR190314000756853620,DDR190314000711889313,51357396140,HH,Household,U,RD05,,470 Beef Bird Passage,,,Regarded Town,OZ5 8MF,14.4100,-45.2861,W79324925,W76994473,W39829741,W36077065,E58344484,4,5,HH_QF3R3AW,,,
DDR190314000869398075,DDR190314000523344303,39548459034,HH,Household,U,RD04,,109 Cherry Alan Passage,,,Trader Village,SU3 5RI,58.4161,8.4292,E32601229,N11232476,N91888319,W47445384,W17035372,5,5,HH_QF3R3AW,,,
DDR190314000401339532,DDR190314000465633804,30257655608,HH,Household,U,RD06,,37 Trinity Length Way,,,Messaging Hamlet,EB8 5CJ,24.8700,-65.9755,W36015875,W44003833,W86374269,W19571572,W61670595,3,1,HH_QF3R3AW,,,
DDR190314000525874287,DDR190314000417513645,70198867156,HH,Household,U,RD05,,218 Appointment Applied Passage,,,Browser Village,HQ9 8XV,-68.4816,-111.6703,E66828678,N97827129,W51905464,N28416912,W38360404,1,4,HH_QF3R3AW,,,
DDR190314000445222618,DDR190314000388173050,52739958729,HH,Household,U,RD03,,469 Centuries Approach Street,,,Examine Town,WU7 3AQ,128.6036,55.6502,N47719417,E98428501,E77761655,N28702305,E98363726,1,5,HH_QF3R3AW,,,
DDR190314000177360537,DDR190314000346775140,66573493980,HH,Household,U,RD05,,864 Analyses Wants Way,,,Frontier Village,GS3 1OL,151.6728,134.2825,W73239886,N45069871,E95532846,W55571255,W42897064,2,3,HH_QF3R3AW,,,
DDR190314000833690150,DDR190314000166138065,83463989297,HH,Household,U,RD06,,665 Jason Recruiting Passage,,,Handheld Town,LI6 1AD,-131.3260,-11.1220,E43303060,E72579495,W53639779,N35638660,E59176369,4,2,HH_QF3R3AW,,,
DDR190314000504639473,DDR190314000493854878,53831437719,HH,Household,U,RD06,,972 Term Stanford Avenue,,,Together Village,NZ6 2XT,94.4745,-84.2545,W39512137,E86413989,N21371916,E88417901,N70782629,3,4,HH_QF3R3AW,,,
DDR190314000471563888,DDR190314000349674452,48283999122,HH,Household,U,RD02,,557 Purpose Reach Road,,,Extension Hamlet,UM4 5EM,-145.5779,154.6292,N96807357,W95147298,E61053837,W17488822,E19726465,3,3,HH_QF3R3AW,,,
DDR190314000488993768,DDR190314000245178420,87781982015,HH,Household,U,RD04,,115 Achieving Mime Street,,,Oriented Village,IA6 4SP,141.6048,117.7801,E45176675,W77440666,E49276101,W20951991,W87733516,3,3,HH_QF3R3AW,,,
DDR190314000975011514,DDR190314000370991380,44486216008,HH,Household,U,RD04,,657 Cookbook Genesis Passage,,,Comm Town,YO3 9BK,21.5994,-88.3782,E59901058,W76207833,W36518668,N87111485,N40929450,1,1,HH_QF3R3AW,,,
DDR190314000560067051,DDR190314000957109968,18563684397,HH,Household,U,RD02,,945 Spencer Actors Way,,,Conditional City,CB4 9WN,159.3264,-105.3190,N24390869,E61701152,N58387201,E87623058,W91369811,5,3,HH_QF3R3AW,,,
DDR190314000575736948,DDR190314000506923849,55148054432,HH,Household,U,RD03,,305 Christianity Bulgarian Road,,,Hostels Town,FT6 2SZ,110.8218,-139.3990,E61308638,E37906349,N81268313,N84804189,W74650913,3,3,HH_QF3R3AW,,,
DDR190314000260127720,DDR190314000100351705,23393010074,HH,Household,U,RD04,,943 Revenues Subscription Passage,,,Gravity Hamlet,FY4 3JR,26.3704,-117.4332,N49394924,E26098297,E76109740,E25574802,W36117071,1,4,HH_QF3R3AW,,,
DDR190314000740041012,DDR190314000585813882,18878831975,HH,Household,U,RD05,,380 Float Significance Lane,,,Pipes Town,VT6 2UF,65.9080,-83.7882,N73778863,E42330906,W89955526,W70205862,E81538679,1,2,HH_QF3R3AW,,,
DDR190314000659871577,DDR190314000288797647,15980428104,HH,Household,U,RD06,,973 Kitty Salmon Street,,,Tourism Village,KF7 3LU,81.5650,145.6845,W37703700,N95147330,E49171081,E95849588,N25703179,4,5,HH_QF3R3AW,,,
DDR190314000250148711,DDR190314000810185500,50261574092,HH,Household,U,RD04,,222 Moments Linux Lane,,,Renaissance Town,QG4 9JN,152.7605,-44.6377,E92524277,N28544279,W83735210,W68986687,N12909421,4,2,HH_QF3R3AW,,,
DDR190314000410932899,DDR190314000687961888,34022633688,HH,Household,U,RD03,,532 Monica Gilbert Road,,,Shapes Town,QD1 5MR,-51.5174,156.3999,E15327243,E37274069,W58875062,W72982485,N22239019,2,3,HH_QF3R3AW,,,
DDR190314000897629704,DDR190314000367254856,36984803826,HH,Household,U,RD02,,448 Gage Genesis Passage,,,Toddler Town,JF1 1JM,74.6000,102.9510,E90237825,E91074168,N48927967,W87810554,W54170030,5,3,HH_QF3R3AW,,,
DDR190314000312979418,DDR190314000184350788,28133083823,HH,Household,U,RD03,,434 Excel Enclosure Avenue,,,Strap Town,KR5 9UT,90.8445,118.5706,W98386729,N68953996,W38828983,N81175692,N22526000,3,5,HH_QF3R3AW,,,
DDR190314000508109553,DDR190314000248706671,23426027781,HH,Household,U,RD04,,932 Solo Occasional Road,,,Spectrum Town,BM6 1GV,132.9557,1.4189,W10740194,W81889379,N75303830,W17782277,E26450998,3,1,HH_QF3R3AW,,,
DDR190314000807071277,DDR190314000198025263,16108655442,HH,Household,U,RD04,,241 Performance Miss Passage,,,Vampire Hamlet,CI7 3YG,-115.2147,126.6117,E58725326,W44556767,N88227180,W99745843,W31023310,5,4,HH_QF3R3AW,,,
DDR190314000687379735,DDR190314000699926571,38032713814,HH,Household,U,RD04,,824 Stomach Losing Road,,,Traveler Town,RG8 8CU,136.1461,-35.1938,N87597602,N72943841,E52042268,E93972468,W61059862,4,2,HH_QF3R3AW,,,
DDR190314000802139388,DDR190314000448131952,28333679390,HH,Household,U,RD04,,623 Game Drawing Avenue,,,Associate Village,GO9 1ZZ,-121.1106,-107.7734,N74107106,N96781943,W59921291,W74064108,E48122772,4,4,HH_QF3R3AW,,,
DDR190314000200814572,DDR190314000622714860,50572563706,HH,Household,U,RD06,,318 Robot Cave Alley,,,Famous Hamlet,XK2 7QA,109.7887,146.3924,W97834391,W17721374,W96675714,E42289014,N51047059,1,4,HH_QF3R3AW,,,
DDR190314000302591575,DDR190314000646760442,57210309201,HH,Household,U,RD02,,949 Mcdonald Colors Alley,,,Readers Village,FR3 2ZH,68.9323,-14.9422,E93874023,E78398831,E89018569,W22732250,N41251560,5,4,HH_QF3R3AW,,,
DDR190314000611531559,DDR190314000674024270,73789506244,HH,Household,U,RD04,,956 Opening Ferry Way,,,Cant Hamlet,HY8 1QM,23.7015,140.9584,N73664482,W11473326,W25972444,N33157421,W73017164,2,3,HH_QF3R3AW,,,
